"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math","Multiple Races",SCH,80,0,13,,93,7
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math","Students with Disabilities",SCH,49,0,31,,80,20
2022,"Suffolk City Public Schools","John Yeates Middle","Achievement Gap - Math",White,SCH,88,0,6,,94,6
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Academic Achievement - English","All Students",SCH,74,0,10,0,84,16
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Academic Achievement - Math","All Students",SCH,67,1,20,,89,11
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English",Black,SCH,67,0,8,0,75,25
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,64,0,13,0,77,23
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English",Hispanic,SCH,78,0,17,0,94,6
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English","Multiple Races",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English","Students with Disabilities",SCH,39,0,39,0,79,21
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - English",White,SCH,82,0,9,0,91,9
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math",Black,SCH,58,0,23,,81,19
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,49,0,31,,80,20
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math",Hispanic,SCH,72,0,22,,94,6
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math","Multiple Races",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math","Students with Disabilities",SCH,36,0,46,,82,18
2022,"Suffolk City Public Schools","Kilby Shores Elementary","Achievement Gap - Math",White,SCH,77,2,15,,95,5
2022,"Suffolk City Public Schools","King's Fork High","Academic Achievement - English","All Students",SCH,76,0,0,0,76,24
2022,"Suffolk City Public Schools","King's Fork High","Academic Achievement - Math","All Students",SCH,69,0,0,,69,31
2022,"Suffolk City Public Schools","King's Fork High","Academic Achievement - Science","All Students",SCH,55,,,,,
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English",Black,SCH,70,0,0,0,70,30
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English","Economically Disadvantaged",SCH,65,0,0,0,65,35
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English",Hispanic,SCH,80,0,0,0,80,20
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English","Multiple Races",SCH,89,0,0,0,89,11
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English","Students with Disabilities",SCH,35,0,0,0,35,65
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - English",White,SCH,90,0,0,0,90,10
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math",Black,SCH,67,0,0,,67,33
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math","Economically Disadvantaged",SCH,62,0,0,,62,38
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math",Hispanic,SCH,65,0,0,,65,35
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math","Multiple Races",SCH,87,0,0,,87,13
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math","Students with Disabilities",SCH,39,0,0,,39,61
2022,"Suffolk City Public Schools","King's Fork High","Achievement Gap - Math",White,SCH,77,0,0,,77,23
2022,"Suffolk City Public Schools","King's Fork Middle","Academic Achievement - English","All Students",SCH,62,0,9,0,71,29
2022,"Suffolk City Public Schools","King's Fork Middle","Academic Achievement - Math","All Students",SCH,50,0,24,,74,26
2022,"Suffolk City Public Schools","King's Fork Middle","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English",Asian,SCH,100,0,0,0,100,0
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English",Black,SCH,55,0,11,0,65,35
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English","Economically Disadvantaged",SCH,50,0,11,0,61,39
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English",Hispanic,SCH,74,0,10,0,83,17
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English","Multiple Races",SCH,66,0,8,0,74,26
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English","Students with Disabilities",SCH,28,0,18,0,46,54
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - English",White,SCH,75,0,5,0,80,20
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math",Asian,SCH,77,0,0,,77,23
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math",Black,SCH,42,0,27,,69,31
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,34,0,29,,64,36
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math",Hispanic,SCH,67,0,15,,82,18
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math","Multiple Races",SCH,52,0,25,,77,23
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math","Students with Disabilities",SCH,20,0,34,,54,46
2022,"Suffolk City Public Schools","King's Fork Middle","Achievement Gap - Math",White,SCH,68,0,17,,85,15
2022,"Suffolk City Public Schools","Lakeland High","Academic Achievement - English","All Students",SCH,72,0,0,0,72,28
2022,"Suffolk City Public Schools","Lakeland High","Academic Achievement - Math","All Students",SCH,58,6,0,,63,37
2022,"Suffolk City Public Schools","Lakeland High","Academic Achievement - Science","All Students",SCH,56,,,,,
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English",Black,SCH,64,0,0,0,64,36
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English","Economically Disadvantaged",SCH,61,0,0,0,61,39
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English",Hispanic,SCH,88,0,0,0,88,12
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English","Multiple Races",SCH,94,0,0,0,94,6
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English","Students with Disabilities",SCH,33,0,0,0,33,67
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - English",White,SCH,84,0,0,0,84,16
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math",Black,SCH,55,5,0,,60,40
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math","Economically Disadvantaged",SCH,53,4,0,,57,43
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math","Multiple Races",SCH,83,8,0,,92,8
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math","Students with Disabilities",SCH,55,3,0,,58,42
2022,"Suffolk City Public Schools","Lakeland High","Achievement Gap - Math",White,SCH,58,7,0,,65,35
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Academic Achievement - English","All Students",SCH,54,5,19,0,79,21
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Academic Achievement - Math","All Students",SCH,44,7,27,,77,23
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Academic Achievement - Science","All Students",SCH,20,,,,,
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English",Black,SCH,48,5,23,0,77,23
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,46,6,25,0,76,24
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English",Hispanic,SCH,85,4,4,0,92,8
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English","Multiple Races",SCH,75,8,8,0,92,8
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English","Students with Disabilities",SCH,31,0,31,0,63,37
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - English",White,SCH,64,3,12,0,79,21
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math",Black,SCH,39,6,29,,73,27
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,35,7,32,,73,27
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math",Hispanic,SCH,68,14,14,,96,4
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math","Multiple Races",SCH,46,8,38,,92,8
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math","Students with Disabilities",SCH,29,0,32,,62,38
2022,"Suffolk City Public Schools","Mack Benn Jr. Elementary","Achievement Gap - Math",White,SCH,54,9,17,,80,20
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Academic Achievement - English","All Students",SCH,64,5,13,0,82,18
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Academic Achievement - Math","All Students",SCH,56,10,18,,84,16
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Academic Achievement - Science","All Students",SCH,39,,,,,
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English",Black,SCH,52,7,16,0,75,25
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,45,7,17,0,70,30
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English",Hispanic,SCH,55,0,18,0,73,27
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English","Multiple Races",SCH,71,12,0,0,82,18
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English","Students with Disabilities",SCH,16,4,24,0,44,56
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - English",White,SCH,82,3,8,0,93,7
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math",Black,SCH,40,12,24,,77,23
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,35,11,24,,70,30
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math",Hispanic,SCH,55,0,9,,64,36
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math","Multiple Races",SCH,67,17,11,,94,6
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math","Students with Disabilities",SCH,18,11,25,,54,46
2022,"Suffolk City Public Schools","Nansemond Parkway Elementary","Achievement Gap - Math",White,SCH,76,8,11,,95,5
2022,"Suffolk City Public Schools","Nansemond River High","Academic Achievement - English","All Students",SCH,84,0,0,0,84,16
2022,"Suffolk City Public Schools","Nansemond River High","Academic Achievement - Math","All Students",SCH,82,0,0,,82,18
2022,"Suffolk City Public Schools","Nansemond River High","Academic Achievement - Science","All Students",SCH,69,,,,,
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English",Asian,SCH,82,0,0,0,82,18
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English",Black,SCH,82,0,0,0,82,18
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English","Economically Disadvantaged",SCH,77,0,0,0,77,23
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English",Hispanic,SCH,86,0,0,0,86,14
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English","Multiple Races",SCH,97,0,0,0,97,3
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English","Students with Disabilities",SCH,46,0,0,0,46,54
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - English",White,SCH,85,0,0,0,85,15
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math",Asian,SCH,93,0,0,,93,7
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math",Black,SCH,75,0,0,,75,25
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math","Economically Disadvantaged",SCH,75,0,0,,75,25
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math",Hispanic,SCH,85,0,0,,85,15
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math","Multiple Races",SCH,74,0,0,,74,26
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math","Students with Disabilities",SCH,71,0,0,,71,29
2022,"Suffolk City Public Schools","Nansemond River High","Achievement Gap - Math",White,SCH,93,0,0,,93,7
2022,"Suffolk City Public Schools","Northern Shores Elementary","Academic Achievement - English","All Students",SCH,81,0,10,0,91,9
2022,"Suffolk City Public Schools","Northern Shores Elementary","Academic Achievement - Math","All Students",SCH,81,0,14,,94,6
2022,"Suffolk City Public Schools","Northern Shores Elementary","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Suffolk City Public Schools","Northern Shores Elementary","Achievement Gap - English",Asian,SCH,80,0,20,0,100,0
